metin,kategori,label,intent,intent_label,oncelik,oncelik_label,stil,kaynak
Vezneciler bilet holü zeminde çökme ve çatlak.,altyapi_insaat,10,fault_report,0,P1,0,standart,relabel:ollama
Gayrettepe M2 peron korkuluk bağlantı demiri söküldü.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Ayrılıkçeşme tünel drenaj borusu tıkanıklığı sel basmasına neden oldu.,altyapi_insaat,10,fault_report,0,P1,0,standart,relabel:ollama
Kadıköy istasyon asansör kuyusuna yeraltı suyu girdi.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:ollama
Üsküdar M5 tüneli duvarından basınçlı su sıçraması.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Levent M6 peron tavanında sıva dökülmesi raporlandı.,altyapi_insaat,10,fault_report,0,P1,0,standart,relabel:ollama
İTÜ-Ayazağa güney merdiven basamağı kırık ve çökük.,altyapi_insaat,10,fault_report,0,P1,0,standart,relabel:ollama
Hacıosman tünel döşeme fayanslarda yer yer patlamalar var.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Atatürk Oto Sanayi peron duvarı nemlenme ve küflenme.,altyapi_insaat,10,fault_report,0,P4,3,standart,relabel:ollama
Zeytinburnu geçiş merdiveni korkuluk sabitlemesi kopuk durumda.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Bağcılar Meydan tünel invert betonunda çatlak ilerlemesi.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Kirazlı M3 peron tavan panosu su ile çöktü.,altyapi_insaat,10,fault_report,0,P1,0,standart,relabel:ollama
Olimpiyat istasyon giriş katı zeminde su birikmesi.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Mahmutbey M7 tüneli segment contası su geçiriyor.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Başakşehir peron duvarında inşaat kalite kusuru çatlak.,altyapi_insaat,10,fault_report,0,P4,3,standart,relabel:ollama
Bostancı Marmaray transfer koridoru tavanından yağmur suyu.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Kartal M4 peron zemini alt yapı nedenli çökme.,altyapi_insaat,10,fault_report,0,P1,0,standart,relabel:ollama
Tavşantepe tünel havalandırma şaftı etrafından su sızıntısı.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Pendik istasyon kuzey çıkış merdiveni basamakları sökülmüş.,altyapi_insaat,10,fault_report,0,P1,0,standart,relabel:ollama
Sabiha Gökçen M4 tünel duvar fayans dökülmeleri devam ediyor.,altyapi_insaat,10,fault_report,0,P4,3,standart,relabel:ollama
Ümraniye M8 peron tavan panosu su hasarı aldı.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Çekmeköy tünel döşemesinde çatlak ve su çıkışı.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Sultanbeyli M8 viyadük dilatasyon boşluğundan su kaçağı.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Dudullu M5 peron duvarına monte panonun kopması.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Dudullu asansör kuyusunda su birikmesi tespit edildi.,altyapi_insaat,10,fault_report,0,P2,1,standart,relabel:ollama
İMES viyadük kolumu alt geçit tavanı sızıntılı.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Göztepe M4 peron zemin döşemesi fayans kalkması.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Kozyatağı tünel duvarından mineral birikimli su akışı.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Yenisahra istasyon geçiş katı tavan sıva dökülmesi.,altyapi_insaat,10,fault_report,0,P1,0,standart,relabel:ollama
Kocamustafapaşa Marmaray peron tavanından sürekli damlama.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Sirkeci Marmaray tünel segment arası jelatinöz su çıkışı.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Kazlıçeşme Marmaray güney başlangıç duvar çatlak genişlemesi.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Bakırköy Marmaray peron korkuluk direği betondan kırık.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Ataköy Marmaray tünel drenaj kanalı çamurla tıklı.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Yenibosna M1 peron duvar fayanslarda beyazlatma ve çatlak.,altyapi_insaat,10,fault_report,0,P4,3,standart,relabel:ollama
İkitelli M9 tünel invert betonunda çatlak ve sızıntı.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Ziya Gökalp M9 istasyon giriş katı zemin çökmesi.,altyapi_insaat,10,fault_report,0,P1,0,standart,relabel:ollama
Şişli istasyon bilet holü tavan panellerinde su birikmesi ve sızıntı tespit edildi.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Levent M2 peron duvarında fayans dökülmeleri ve arkasında nemlenme gözleniyor.,altyapi_insaat,10,fault_report,0,P4,3,standart,relabel:ollama
Uzunçayır istasyon giriş koridoru zemin dilatasyonundan su çıkışı artıyor.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Kirazlı M3 tünel segment aralarından sürekli su damlaması devam ediyor.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
"Yenikapı Marmaray transfer merdiveni basamak kaplamaları sökülmüş, beton aşındı.",altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Ayrılıkçeşme M4 peron tavanından betonarme taşkınlığı ve demir gondajı görünüyor.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Gayrettepe M11 çıkış yapısı duvarında dikey çatlak ve sıva dökülmesi var.,altyapi_insaat,10,fault_report,0,P4,3,standart,relabel:ollama
Kadıköy M4 tüneli invert döşemesinde çatlak ve su basıncı ile çıkış mevcut.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
"Mahmutbey M7 istasyon asansör kuyusu drenaj pomrası arızalı, su birikiyor.",mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:ollama
Bağcılar Meydan peron duvar korkuluğu beton kırılması nedeniyle devrilme riski taşıyor.,altyapi_insaat,10,fault_report,0,P1,0,standart,relabel:ollama
Vezneciler güney çıkış tavanından su damlıyor,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Ataköy bilet holü duvar sıvası dökülüyor,altyapi_insaat,10,fault_report,0,P4,3,devrik,relabel:ollama
Şişhane kuzey geçit tavan paneli çatlak,altyapi_insaat,10,fault_report,0,P4,3,devrik,relabel:ollama
Mecidiyeköy M7 tünel duvarı nemlenme var,altyapi_insaat,10,fault_report,0,P4,3,devrik,relabel:ollama
Yenikapı marmaray bağlantı merdiven basamağı kırık,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Levent M2 viyadukt ray altı betonu çatlak,altyapi_insaat,10,fault_report,0,P4,3,devrik,relabel:ollama
Gayrettepe çıkış koridoru fayanslar sökülüyor,altyapi_insaat,10,fault_report,0,P4,3,devrik,relabel:ollama
Kağıthane tünel içi drenaj tıkanıklığı yaşanıyor,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Beşiktaş kazı alanı zeminde çökme gözlemlendi,altyapi_insaat,10,incident_report,1,P1,0,devrik,relabel:ollama
Mahmutbey bilet matik duvarı yanında çatlak,altyapi_insaat,10,fault_report,0,P4,3,devrik,relabel:ollama
Esenler otobüs terminali geçişi tavanda yağmur suyu,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Oturakçı tünel arka duvarında sızıntı devam ediyor,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Kirazlı depoya gidiş yolu merdiveni çökmüş,altyapi_insaat,10,fault_report,0,P1,0,devrik,relabel:ollama
Bağcılar Meydan çıkış korkuluğu betondan kopmuş,altyapi_insaat,10,fault_report,0,P1,0,devrik,relabel:ollama
Topkapı geçiş katı duvar altı ıslak,altyapi_insaat,10,fault_report,0,P4,3,devrik,relabel:ollama
Emniyet-Fatih tünel tavanından kaçak var,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Aksaray yönlü tünel duvarında alg oluşumu,altyapi_insaat,10,fault_report,0,P4,3,devrik,relabel:ollama
Haliç metrobüs geçişi merdiven kaplaması söküldü,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Sıhhiye alt geçit tavan koruganı döküldü,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Kızılay M4 peron duvarında şırıltılı sızıntı,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Demetevler çıkış merdiveni son basamak kırık,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Hastane-Adliye tünel ray arası betonarme çatlak,yol_yapisal,5,fault_report,0,P3,2,devrik,relabel:ollama
Soğanlık yeni istasyon asansör hücresi ıslak,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Kartal yönlü viyadukt direk altı beton hasarlı,altyapi_insaat,10,fault_report,0,P4,3,devrik,relabel:ollama
Tavşantepe geçiş koridoru zemin fayansı patladı,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Pendik marmaray bağlantı rampasında su birikiyor,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Yakacık-Adliye tünel havalandırma şaftı sızıntılı,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Çekmeköy son istasyon tavan paneli devrildi,altyapi_insaat,10,fault_report,0,P1,0,devrik,relabel:ollama
Ümraniye M5 peron duvarı sıva dökülmesi,altyapi_insaat,10,fault_report,0,P4,3,devrik,relabel:ollama
Çarşı giriş merdiveni betonarme çatladı,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Yamanevler çıkış catlası altından su geliyor,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Atakent bilet holü tavanında nem lekesi,altyapi_insaat,10,fault_report,0,P4,3,devrik,relabel:ollama
Bahariye geçidi duvar fayansı kırık parça var,altyapi_insaat,10,fault_report,0,P4,3,devrik,relabel:ollama
Kozyatağı M8 tünel drenaj borusu tıklı,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
İçerenköy asansör kuyu pompa çalışmıyor su doldu,altyapi_insaat,10,fault_report,0,P2,1,devrik,relabel:ollama
Altunizade M5-M12 geçiş koridoru tavanı ıslak,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Kozyatağı peron arkası duvar çatlak büyüdü,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Bostancı marmaray geçiş merdiveni basamak söküldü,altyapi_insaat,10,fault_report,0,P1,0,devrik,relabel:ollama
Küçükyalı tünel duvarında mineralleşme ve nem,altyapi_insaat,10,fault_report,0,P4,3,devrik,relabel:ollama
Maltepe istasyon güney kafes korkuluk kırık,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Huzurevi çıkış catlası suyu içeri kaçıyor,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Güzelyalı yönlü viyadukt dilasyon suyu alıyor,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Kartal tünel duvarından su sızıntısı,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Sanayi Mahallesi peron duvarı fayans dökülüyor,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Esenler çıkış merdiveni basamak betonu kırık,altyapi_insaat,10,fault_report,0,P1,0,devrik,relabel:ollama
Kadıköy bilet holü mazgal tıkanıklığı su birikti,altyapi_insaat,10,fault_report,0,P2,1,devrik,relabel:ollama
Gayrettepe tavan panel aralığından yağmur suyu,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Yenikapı yönlendirme duvarı çatlak ilerliyor,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
Üsküdar asansör kuyusu su doldu pompa arızalı,altyapi_insaat,10,fault_report,0,P2,1,devrik,relabel:ollama
Hacıosman peron korkuluk duvardan söküldü,altyapi_insaat,10,fault_report,0,P3,2,devrik,relabel:ollama
bagcilar istasyon tunel duvarindan su damliyo,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
kartal peron tavan siva dokulmesi basladi,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
taksim transfer koridor zeminde buyuk cukur olustu,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
topkapi asansor kuyusuna yagmur suyu giris yapti,altyapi_insaat,10,fault_report,0,P2,1,yazim_yanlisi,relabel:ollama
sisli peron duvar fayanslari patlayarak dusuyor,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
mecidiyekoy m2 tunel segment arasi sizintisi artiyor,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
kadikoy ust gecit korkuluk baglanti demiri kopuk,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
yenikapi marmaray giris merdiven basamak betonu ctlak,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
haciosman istasyon tavan panelinden su birikmesi var,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
levent peron kenari drenaj tikanik su tasmasi,altyapi_insaat,10,fault_report,0,P2,1,yazim_yanlisi,relabel:ollama
gayrettepe tavan izolasyon hasari nemlenme yayiliyor,altyapi_insaat,10,fault_report,0,P4,3,yazim_yanlisi,relabel:ollama
kagithane cikis yolundaki duvar siva dokumu,altyapi_insaat,10,fault_report,0,P4,3,yazim_yanlisi,relabel:ollama
mahmutbey peron zemin dilatasyon catlasi genisliyor,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
kirazli asansor kapi ondu duvar sizinti alg,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
olimpiyat tunel ici ray temeli cokme belirtisi,yol_yapisal,5,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
basaksehir istasyon tuvalet girisi tavan damlasi,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
ataturk havalimani park yeri rampada beton curumesi,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
ayrilikcesme tunel fan odasi duvar catlagi,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
4 levent peron duvar zeminde buyuk nem lekesi,altyapi_insaat,10,fault_report,0,P4,3,yazim_yanlisi,relabel:ollama
uskudar metro merdiven basamak alt kapagi sokuldu,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
vezneciler peron tavan betonarme donati gorunuyor,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
sishane peron duvar zemin catlak buyuyor,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
bagcilar yon peron kenari gider kapagi kalkik,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
kartal istasyon giris cikis cam kenari sizinti,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
halic istasyon tavan isotma borusu siziyor,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
haciosman depo giris rampada zemin cokmesi,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
levent koridor duvar fayans dokme tehlikesi,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
gayrettepe asansor kuyu pompasi calismiyo su doldu,mekanik_istasyon,0,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
kagithane tunel havalandirma kanali duvar catlagi,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
mahmutbey peron sonu duvar zemin ayrildi,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
kirazli istasyon tuvalet lavabo alt sifon siziyor,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
olimpiyat peron zemin seramik sokme alt beton catlak,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
basaksehir metrobus aktarma merdiven korkuluk vidasiz,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
ataturk havalimani tunel giris kapak tasi cokmesi,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
4 levent yolgecidi tavan panel sokulme riski,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
mecidiyekoy peron 2 duvar altinda su birikintisi,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
ayrilikcesme koridor tavan panel sokulme riski,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
topkapi marmaray koridor duvar boyasi kabaridi,altyapi_insaat,10,fault_report,0,P4,3,yazim_yanlisi,relabel:ollama
universite aktarma tavan izgara dusmesi bugun,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
sishane yuruyen merdiven basamak plakasi kopuk,mekanik_istasyon,0,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
taksim gunc cikis koridor tavan damlasi basladi,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
kartal peron duvar fayans parcalari yere dusu,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
sisli bilet holu zeminde buyuk cukur oluustu,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
sirinevler tunel duvar betonarme donati gorunuyor,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
levent asansor kuyusuna su doldu acil mudahale,mekanik_istasyon,0,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
mecidiyekoy transfer merdiven basamak betonu ctlak,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
yenikapi marmaray peron kenari gider kapagi acik,altyapi_insaat,10,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
atakoy istasyon alt kat duvardan su sizintisi,altyapi_insaat,10,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
halkali viyadukt ray alt beton ctlak buyudu,yol_yapisal,5,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
ayrilikcesme tunel segment arasi su basinci yuksek,altyapi_insaat,10,fault_report,0,P2,1,yazim_yanlisi,relabel:ollama
Merdiven basamak betonu çatlak,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:ollama
Tünel segment arası su sızıntısı,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:ollama
Peron duvarı fayans dökülmesi,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:ollama
Tavan sıva parçası yere düştü,altyapi_insaat,10,fault_report,0,P1,0,cok_kisa,relabel:ollama
Asansör kuyusu su birikintisi,mekanik_istasyon,0,fault_report,0,P3,2,cok_kisa,relabel:ollama
Drenaj mazgalı tıkanıklığı ve taşma,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:ollama
Ray altı betonarme kırılması,yol_yapisal,5,fault_report,0,P3,2,cok_kisa,relabel:ollama
Koridor duvarı nemlenme ve höveleşme,altyapi_insaat,10,fault_report,0,P4,3,cok_kisa,relabel:ollama
Çıkış merdiveni korkuluk bağlantısı söküldü,altyapi_insaat,10,fault_report,0,P1,0,cok_kisa,relabel:ollama
Zemin dilatasyon kapakları kalkmış,altyapi_insaat,10,fault_report,0,P1,0,cok_kisa,relabel:ollama
YM-12 peron tavanı damlıyor,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:ollama
Bilet matik duvarı çatlaklı,altyapi_insaat,10,fault_report,0,P4,3,cok_kisa,relabel:ollama
Tünel içi ıslaklık yayılıyor,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:ollama
Servis tüneli su pompası arızalı,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:ollama
Mezanin katı zemin çökmesi,altyapi_insaat,10,fault_report,0,P1,0,cok_kisa,relabel:ollama
Yangın musluğu nişanı duvardan kopuk,altyapi_insaat,10,fault_report,0,P4,3,cok_kisa,relabel:ollama
Peron uç kaplama taşları sökülmüş,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:ollama
Asansör kat kapı çerçevesi çatlak,altyapi_insaat,10,fault_report,0,P4,3,cok_kisa,relabel:ollama
Kanalizasyon revizyonu kapak eksik,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:ollama
Tünel havalandırma kanalı sızıntı,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:ollama
Maslak çıkış merdivenlerinde dökülen yağlı gıda kalıntısı kayganlık yaratıyor.,temizlik,7,fault_report,0,P1,0,standart,relabel:ollama
Osmanbey istasyonunda gece vardiyası tuvalet kontrolünde temizlik eksikliği tespit edildi.,temizlik,7,complaint,3,P4,3,standart,relabel:ollama
"Şişli-Mecidiyeköy B2 girişinde kemirgen izdüşümü, kablo kanallarına giriş önlenmeli.",temizlik,7,fault_report,0,P4,3,standart,relabel:ollama
"Levent peron sonundaki çöp kovası yanmış, çöpler yelken yapmış durumda.",temizlik,7,fault_report,0,P3,2,standart,relabel:ollama
"4. Levent koridorunda dökülen kahve lekesi kurumuş, çizdirme ile temizlenecek.",temizlik,7,fault_report,0,P4,3,standart,relabel:ollama
"Mahmutbey M7 peronunda tuvalet kabini içinde kusmuk, acil müdahale gerekiyor.",temizlik,7,fault_report,0,P3,2,standart,relabel:ollama
"Kirazlı istasyonu geçiş katında haşere sürüleri uçuşuyor, ilaçlama programlanacak.",temizlik,7,fault_report,0,P4,3,standart,relabel:ollama
"Yenibosna güney çıkış merdivenlerinde buzlanma var, tuzlama ekibi çağrıldı.",altyapi_insaat,10,fault_report,0,P1,0,standart,relabel:ollama
"Oturakçı peronunda çöpler rüzgârla uçuşuyor, konteyner kapakları kapanmıyor.",temizlik,7,fault_report,0,P4,3,standart,relabel:ollama
"Ataköy-Shirinevler istasyonunda duvara boyalı yazı, temizlik ekibi bilgilendirildi.",temizlik,7,fault_report,0,P4,3,standart,relabel:ollama
"Zeytinburnu mezzanin tuvaletlerinde sabun dağıtıcı boş, kâğıt da bitmiş.",temizlik,7,fault_report,0,P4,3,standart,relabel:ollama
"Bakırköy-Sahil peronunda dökülen şarap lekesi kokuyor, kimyasal temizlik lazım.",temizlik,7,fault_report,0,P3,2,standart,relabel:ollama
"Bahçelievler giriş katında çöp konteyneri çevresi kirli, boşaltma gecikmiş.",temizlik,7,complaint,3,P4,3,standart,relabel:ollama
"Kocatepe istasyonu tünel içinde kemirgen fecesleri görüldü, hijyen riski var.",temizlik,7,fault_report,0,P4,3,standart,relabel:ollama
Sağmalcılar çıkış merdiven basamaklarında dökülen yağ kayganlık yapıyor.,temizlik,7,fault_report,0,P1,0,standart,relabel:ollama
"Aksaray geçiş koridorunda sığara izmariti kokusu yoğun, havalandırma yetmiyor.",temizlik,7,complaint,3,P4,3,standart,relabel:ollama
"Emniyet-Fatih istasyonu tuvaletlerinde pislik birikimi, periyodik temizlik atlanmış.",temizlik,7,complaint,3,P4,3,standart,relabel:ollama
"Topkapı-Ulubatlı peron kenarında çöp yığını, konteyner eksikliği hissediliyor.",temizlik,7,complaint,3,P4,3,standart,relabel:ollama
"Bayrampaşa-Maltepe girişinde buzlanma riski, gece ekibi tuzlama unutmuş.",altyapi_insaat,10,fault_report,0,P1,0,standart,relabel:ollama
Sağmalcılar peron duvarına spray boyası ile çizim yapılmış.,temizlik,7,fault_report,0,P4,3,standart,relabel:ollama
Haliç metro köprüsü giriş katında güvercin dışkileri ve tüyleri birikmiş.,temizlik,7,fault_report,0,P4,3,standart,relabel:ollama
Vezneciler istasyonu tuvalet lavabo altına dökülen sıvı kokuyor.,temizlik,7,fault_report,0,P3,2,standart,relabel:ollama
"Menderes peronunda çöp kovası taraması yapıldı, içi boşaltılacak.",temizlik,7,fault_report,0,P4,3,standart,relabel:ollama
"Gültepe çıkışında dondurma dökülmüş, zemin yapışkan ve karalı durumda.",temizlik,7,fault_report,0,P3,2,standart,relabel:ollama
"Alibeyköy Cep Otogarı tuvaletlerinde temizlik malzemesi tükenmiş, tedarik bekleniyor.",temizlik,7,complaint,3,P4,3,standart,relabel:ollama
"Çobançeşme istasyonu peronunda fare izi takip edildi, tuzak yerleştirildi.",temizlik,7,fault_report,0,P4,3,standart,relabel:ollama
Mahmutbey M3 geçiş katında dökülen yağlı gıda temizlenmedi.,temizlik,7,complaint,3,P4,3,standart,relabel:ollama
"Esenler buzlanmış merdivenler, yolcu düşme şikayeti geldi, tuzlama acil.",altyapi_insaat,10,incident_report,1,P1,0,standart,relabel:ollama
"Molla Gürani tuvalet kapısı kilitleyici bozuk değil, içi pislikten kullanılamıyor.",temizlik,7,complaint,3,P4,3,standart,relabel:ollama
Adliye istasyonu mezzanininde çöp kovası çevresi plastik bardaklarla dolu.,temizlik,7,fault_report,0,P4,3,standart,relabel:ollama
"Kartal peron sonundaki çöp konteyneri kapaklı, ama çöp üstünde yığılmış.",temizlik,7,fault_report,0,P4,3,standart,relabel:ollama
Pendik istasyonu geçişinde dökülen meyve suyu mide bulandırıcısı kokuyor.,temizlik,7,fault_report,0,P4,3,standart,relabel:ollama
"Tavşantepe çıkış merdivenlerinde buzlanma, tuzlama yapıldı ama eriyen su dondu.",altyapi_insaat,10,fault_report,0,P1,0,standart,relabel:ollama
"Yakacık-Adnan Kahveci istasyonunda tuvalet musluğu akmıyor, ama lavabo kirli.",altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
"Pendik peronunda sigara izmariti ve kabuk birikimi, süpürme gerekli.",temizlik,7,fault_report,0,P4,3,standart,relabel:ollama
"Kartal mezzanin tuvaletlerinde koku giderici tükenmiş, havalandırma yetersiz kalmış.",temizlik,7,complaint,3,P4,3,standart,relabel:ollama
"Hacıosman istasyonu kuzey girişinde dökülen kola zemini kayganlaştırdı, temizlik ekibi çağrıldı.",temizlik,7,fault_report,0,P1,0,standart,relabel:ollama
"Şişhane mezzanin bilet holünde çöp kovası taşmış, katlı ambalajlar yere yayılmış durumda.",temizlik,7,fault_report,0,P4,3,standart,relabel:ollama
Kartal istasyonu peron sonundaki bank arkasında birikmiş çöp ve haşere tespit edildi.,temizlik,7,fault_report,0,P4,3,standart,relabel:ollama
Şirinevler geçiş koridorunda duvara yapılmış grafiti çizimleri temizlenmesi için rapor alındı.,temizlik,7,fault_report,0,P4,3,standart,relabel:ollama
Basılamıyor yardım butonu mekanik aksam takılmış 2. peron.,sinyalizasyon_haberlesme,3,fault_report,0,P1,0,devrik,relabel:ollama
Kapatılmış kamera önü reklam panosuyla Levent istasyonunda.,istasyon_guvenlik,6,fault_report,0,P3,2,devrik,relabel:ollama
Düşmüş yangın tesisat boru basıncı ana kontrol panelinde.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
Geçti turnikeden kart basmadan iki kişi Taksim'de.,guvenlik_asayis_olay,9,incident_report,1,P2,1,devrik,relabel:ollama
Bırakılmış sahipsiz sırt çantası tünel ağzında akşam.,guvenlik_asayis_olay,9,incident_report,1,P1,0,devrik,relabel:ollama
Yapılmıyor çanta aramaları X-ray cihazı önünde Gayrettepe'de.,istasyon_guvenlik,6,complaint,3,P3,2,devrik,relabel:ollama
